,apartmentID,title,room_size,total_rent,rent_updated,premiumstatus,user_name,address,street,postcode,district,suburb,city,available_from,available_until,online_since,rent,utilities,other_costs,deposit,transfer_agreement_cost,apartment_size,max_roommate,roommate_age,languages,wg_type,smoking_policy,preferred_gender_age,wg_detail1,wg_detail2,house_type,floor,parking_situation,public_transport_reach,furnitured,garden,balcony,electricity_eco_friendly,heating,internet,bathroom,ground_material,object_detail1,object_detail2,required_document1,required_document2,required_document3
10,7284591,helles möbeliertes Zimmer in der nähe vom S-Bahnhof Schöneweide,18.0,600.0,600.0,False,,Michael-Brücknerstr. 0012439 Berlin Niederschöneweide,Michael-Brücknerstr. 00,12439.0,Treptow-Köpenick,Niederschöneweide,Berlin,18.12.2023,,2023-12-30,500€,100€,0€,500€,0€,70.0,2.0,25 bis 45 Jahre,Deutsch,"Zweck-WG, Studenten-WG, Berufstätigen-WG",Rauchen nicht erwünscht,Geschlecht egal zwischen 25 und 45 Jahren,18m² Zimmer in 2er WG,2er WG ( 1 Mann ),sanierter Altbau,3. OG,,,,False,False,False,Zentralheizung,,Badewanne,PVC,"Waschmaschine, Spülmaschine, Fahrradkeller",,,,
11,10722265,Nette/r Mitbewohner/in gesucht,30.0,400.0,400.0,False,,Schnellerstraße 12412439 Berlin Niederschöneweide,Schnellerstraße 124,12439.0,Treptow-Köpenick,Niederschöneweide,Berlin,10.01.2024,,2023-12-30,256€,128€,16€,581€,n.a.,108.0,3.0,24 bis 41 Jahre,Deutsch,gemischte WG,Rauchen nicht erwünscht,Geschlecht egal zwischen 24 und 41 Jahren,30m² Zimmer in 3er WG,3er WG ( 2 Männer ),Mehrfamilienhaus,2. OG,,3 Minuten zu Fuß entfernt,,True,False,True,Zentralheizung,,"Badewanne, Dusche",,schlechte Parkmöglichkeiten,,,,
12,10400865,WG-Zimmer in Schöneweide:),18.0,500.0,500.0,False,,Schnellerstraße12439 Berlin Niederschöneweide,Schnellerstraße,12439.0,Treptow-Köpenick,Niederschöneweide,Berlin,07.01.2024,,2023-12-30,450€,50€,n.a.,495€,n.a.,48.0,2.0,25 bis 25 Jahre,"Deutsch, Englisch","Studenten-WG, Frauen-WG, Vegetarisch/Vegan, LGBTQIA+",Rauchen nicht erwünscht,Frau zwischen 21 und 35 Jahren,18m² Zimmer in 2er WG,2er WG ( 1 Frau ),,1. OG,,2 Minuten zu Fuß entfernt,,False,False,False,,,,Laminat,,,Selbstauskunft,Einkommensnachweis,
13,10542188,WG Zimmer in Berlin Schöneweide,12.0,790.0,790.0,False,,Bruno Bürgel Weg 2912493 Berlin Niederschöneweide,Bruno Bürgel Weg 29,12493.0,Treptow-Köpenick,Niederschöneweide,Berlin,16.12.2023,,2023-12-16,610€,180€,n.a.,1800€,1000€,76.0,2.0,24 bis 24 Jahre,"Deutsch, Englisch","Studenten-WG, Berufstätigen-WG",Rauchen auf dem Balkon erlaubt,Mann zwischen 21 und 30 Jahren,12m² Zimmer in 2er WG,2er WG ( 1 Mann ),Mehrfamilienhaus,2. OG,,3 Minuten zu Fuß entfernt,möbliert,False,True,False,Zentralheizung,,"Badewanne, Dusche",Laminat,gute Parkmöglichkeiten,,Selbstauskunft,SCHUFA,Einkommensnachweis
14,10703166,Helles geräumiges WG-Zimmer in Schöneweide:),18.0,510.0,510.0,False,,Schnellerstraße 5112439 Berlin Niederschöneweide,Schnellerstraße 51,12439.0,Treptow-Köpenick,Niederschöneweide,Berlin,07.01.2024,,2023-12-13,460€,50€,n.a.,490€,n.a.,48.0,2.0,25 bis 25 Jahre,"Deutsch, Englisch","Frauen-WG, Berufstätigen-WG, Vegetarisch/Vegan, LGBTQIA+",Rauchen nicht erwünscht,Frau zwischen 20 und 35 Jahren,18m² Zimmer in 2er WG,2er WG ( 1 Frau ),,1. OG,,2 Minuten zu Fuß entfernt,,False,False,False,,,,,,,Selbstauskunft,Einkommensnachweis,
15,10171103,Sonniges großes Zimmer in 3er WG in Berlin-Schöneweide,22.0,650.0,650.0,False,,Spreestraße 1812439 Berlin Niederschöneweide,Spreestraße 18,12439.0,Treptow-Köpenick,Niederschöneweide,Berlin,15.12.2023,,2023-12-13,520€,130€,n.a.,1560€,70€,,3.0,21 bis 21 Jahre,Deutsch,"Studenten-WG, Frauen-WG, Berufstätigen-WG, keine Zweck-WG",Rauchen nicht erwünscht,Frau zwischen 21 und 25 Jahren,22m² Zimmer in 3er WG,3er WG ( 2 Frauen ),Altbau,3. OG,,5 Minuten zu Fuß entfernt,möbliert,False,True,True,Gasheizung,,Badewanne,,"Teppich, Parkett, Dielen, Fliesen",,Selbstauskunft,SCHUFA,Einkommensnachweis
16,10698919,Helles voll möbliertes WG-Zimmer in Schöneweide,10.0,400.0,400.0,False,,Grimaustraße 5512439 Berl Berlin Niederschöneweide,Grimaustraße 55,12439.0,Treptow-Köpenick,Niederschöneweide,Berl,11.12.2023,,2023-12-12,250€,130€,20€,900€,n.a.,80.0,2.0,,"Deutsch, Englisch",keine Zweck-WG,Rauchen nicht erwünscht,Geschlecht egal,10m² Zimmer in 2er WG,2er WG ( 1 Mann ),Plattenbau,2. OG,,3 Minuten zu Fuß entfernt,möbliert,False,True,True,Fernwärme,,Badewanne,Laminat,gute Parkmöglichkeiten,,Selbstauskunft,SCHUFA,Einkommensnachweis
17,6301787,geräumiges Zimmer gegenüber der HTW an der Spree,22.0,480.0,480.0,False,,Schnellerstr.12439 Berlin Niederschöneweide,Schnellerstr.,12439.0,Treptow-Köpenick,Niederschöneweide,Berlin,01.01.2024,,2023-12-01,250€,150€,80€,600€,n.a.,70.0,2.0,23 bis 24 Jahre,"Deutsch, Englisch",keine Zweck-WG,Rauchen nicht erwünscht,Geschlecht egal zwischen 20 und 60 Jahren,22m² Zimmer in 2er WG,2er WG ( 1 Mann ),Altbau,1. OG,,2 Minuten zu Fuß entfernt,teilmöbliert,True,False,True,Fernwärme,,"Badewanne, Dusche",,gute Parkmöglichkeiten,,Selbstauskunft,,
18,10651757,Wg Zimmer nahe SBahn Schöneweide,16.0,527.0,527.0,False,,Sterndamm12487 Berlin Niederschöneweide,Sterndamm,12487.0,Treptow-Köpenick,Niederschöneweide,Berlin,01.01.2024,01.09.2025,2023-11-29,375€,152€,n.a.,1125€,400€,51.0,2.0,20 bis 25 Jahre,Deutsch,Studenten-WG,Rauchen nicht erwünscht,Mann zwischen 20 und 30 Jahren,16m² Zimmer in 2er WG,2er WG ( 1 Mann ),Reihenhaus,1. OG,eigener Parkplatz,7 Minuten zu Fuß entfernt,,False,False,False,,,"Badewanne, Dusche",,"Waschmaschine, Spülmaschine, Keller",,Selbstauskunft,SCHUFA,Einkommensnachweis
19,10138344,Zwischenmiete,17.0,14.0,14.0,False,,2412439 Berlin Niederschöneweide,24,12439.0,Treptow-Köpenick,Niederschöneweide,Berlin,07.08.2023,14.09.2024,2023-08-10,14€,n.a.,n.a.,n.a.,n.a.,85.0,3.0,21 bis 30 Jahre,"Deutsch, Englisch","Studenten-WG, gemischte WG",Rauchen auf dem Balkon erlaubt,Geschlecht egal zwischen 20 und 40 Jahren,17m² Zimmer in 3er WG,3er WG ( 1 Frau und 1 Mann ),Altbau,1. OG,,5 Minuten zu Fuß entfernt,,False,False,True,,,"Badewanne, Dusche",Dielen,Fahrradkeller,,,,
20,10655088,→ stylisches & gemütliches Zimmer → all inclusive  → für kurze Aufenthalte / für Penlder / short term rent,8.0,400.0,400.0,False,,Golzstraße x10781 Berlin Schöneberg,Golzstraße x,10781.0,Treptow-Köpenick,Schöneberg,Berlin,01.03.2024,09.06.2024,2023-12-30,400€,n.a.,n.a.,n.a.,n.a.,,2.0,,,"Zweck-WG, Business-WG, Berufstätigen-WG, keine Zweck-WG",Rauchen nicht erwünscht,Geschlecht egal zwischen 20 und 45 Jahren,8m² Zimmer in 2er WG,2er WG ( 1 Frau ),,,,5 Minuten zu Fuß entfernt,möbliert,False,True,False,,,,Laminat,WLAN,,SCHUFA,,
21,10718381,befristeter WG-Zimmer in Nollendorfplatz,16.0,380.0,380.0,False,,Zietenstrasse10783 Berlin Schöneberg,Zietenstrasse,10783.0,Treptow-Köpenick,Schöneberg,Berlin,08.02.2024,18.04.2024,2023-12-30,380€,n.a.,n.a.,n.a.,n.a.,,3.0,20 bis 60 Jahre,"Deutsch, Englisch",gemischte WG,,Geschlecht egal,16m² Zimmer in 3er WG,3er WG ( 2 Männer ),Altbau,3. OG,,,möbliert,False,False,False,,,,,"Waschmaschine, Spülmaschine",,,,
22,10722051,Zimmer 20m2 mit Garten,20.0,500.0,500.0,False,,Ewaldstr.12524 Berlin Altglienicke,Ewaldstr.,12524.0,Treptow-Köpenick,Altglienicke,Berlin,29.12.2023,31.12.2024,2023-12-30,360€,40€,100€,700€,n.a.,52.0,3.0,,"Deutsch, Englisch","Zweck-WG, Studenten-WG, Berufstätigen-WG, gemischte WG, funktionale WG, WG-Neugründung",Rauchen im Zimmer erlaubt,Geschlecht egal zwischen 21 und 60 Jahren,20m² Zimmer in 3er WG,3er WG ( 1 Mann ),Einfamilienhaus,EG,,2 Minuten zu Fuß entfernt,,True,False,False,Gasheizung,,Dusche,Laminat,WLAN,,SCHUFA,Einkommensnachweis,
23,8629552,Schöne 1-Zimmer Studio im beliebten Crellekiez in Schöneberg - Pauschalmiete,33.0,1300.0,1300.0,False,,Crellestraße10827 Berlin Schöneberg,Crellestraße,10827.0,Treptow-Köpenick,Schöneberg,Berlin,15.01.2024,31.07.2024,2023-12-30,1300€,n.a.,n.a.,1600€,n.a.,,,,,,,,,,Altbau,EG,,5 Minuten zu Fuß entfernt,möbliert,False,False,True,,,"Eigenes Bad, Dusche",Dielen,"Waschmaschine, Keller",,,,
24,9765911,Cozy Room in WG in Schöneberg from Jan 10 - Feb 11,22.0,550.0,550.0,False,,Ebersstraße10827 Berlin Schöneberg,Ebersstraße,10827.0,Treptow-Köpenick,Schöneberg,Berlin,10.01.2024,11.02.2024,2023-12-30,480€,70€,0€,250€,0€,130.0,4.0,28 bis 30 Jahre,"Deutsch, Englisch","Studenten-WG, Berufstätigen-WG, keine Zweck-WG, gemischte WG",Rauchen auf dem Balkon erlaubt,Geschlecht egal zwischen 26 und 34 Jahren,22m² Zimmer in 4er WG,4er WG ( 2 Frauen und 1 Mann ),Altbau,5. OG,,3 Minuten zu Fuß entfernt,möbliert,False,True,False,,,"Badewanne, Dusche",Parkett,gute Parkmöglichkeiten,,,,
25,4876421,Schönes helles Wg-Zimmer zu vermieten,15.0,380.0,380.0,False,,Köpenicker Landstr.9712437 Berlin Treptow,Köpenicker Landstr.97,12437.0,Treptow-Köpenick,Treptow,Berlin,01.01.2024,,2023-12-30,310€,70€,n.a.,n.a.,n.a.,60.0,2.0,,"Deutsch, Englisch, Spanisch","Zweck-WG, Studenten-WG, Männer-WG, Berufstätigen-WG, keine Zweck-WG, gemischte WG",Rauchen im Zimmer erlaubt,Mann zwischen 25 und 55 Jahren,15m² Zimmer in 2er WG,2er WG ( 1 Mann ),sanierter Altbau,,,5 Minuten zu Fuß entfernt,,False,True,False,Zentralheizung,,"Badewanne, Dusche",PVC,gute Parkmöglichkeiten,,,,
27,9711144,Möblierte 1 Zimmer Wohnung in Schöneberg für Zwischenmiete,30.0,810.0,810.0,False,,Eisackstr. 3110827 Berlin Schöneberg,Eisackstr. 31,10827.0,Treptow-Köpenick,Schöneberg,Berlin,15.01.2024,31.03.2024,2023-12-30,810€,0€,0€,810€,n.a.,,,,,,,,,,sanierter Altbau,4. OG,,5 Minuten zu Fuß entfernt,möbliert,False,False,False,Zentralheizung,,"Eigenes Bad, Badewanne, Dusche",,Waschmaschine,,,,
28,8992373,"Nollendorfplatz: 3-Zi-Männer-Single-eher Zweck-WG, Berufstätigen-WG. Bitte meine Fragen BEANTWORTEN!! +FOTO!! senden, sonst KEINE Antwort!! 
 rather purpose-MEN-WG/working shared apartment.  Please ANSWER my questions!! +PHOTO!! send, otherwise NO answer!!",15.0,570.0,570.0,False,,Nähe Nollendorfplatz / KADEWE10777 Berlin Schöneberg,Nähe Nollendorfplatz / KADEWE,10777.0,Treptow-Köpenick,Schöneberg,Berlin,01.01.2024,,2023-12-30,570€,n.a.,0€,900€,0€,,3.0,,"Deutsch, Englisch","Zweck-WG, Männer-WG, Business-WG, Berufstätigen-WG",Rauchen nicht erwünscht,Mann zwischen 23 und 40 Jahren,15m² Zimmer in 3er WG,3er WG ( 2 Männer ),sanierter Altbau,1. OG,Bewohnerparken,3 Minuten zu Fuß entfernt,,False,False,False,Zentralheizung,,Dusche,,"Waschmaschine, Spülmaschine",,,,
29,9038212,Ca. 18qm Zimmer in Schöneweide mit Balkon LGBT Friendly,18.0,650.0,650.0,False,,Schillerpromenade12459 Berlin Treptow,Schillerpromenade,12459.0,Treptow-Köpenick,Treptow,Berlin,01.02.2024,,2023-12-30,500€,150€,0€,1200€,0€,115.0,2.0,54 bis 54 Jahre,"Deutsch, Englisch","keine Zweck-WG, gemischte WG",Rauchen auf dem Balkon erlaubt,Frau zwischen 25 und 54 Jahren,18m² Zimmer in 2er WG,2er WG ( 1 Mann ),Altbau,,,4 Minuten zu Fuß entfernt,,True,False,True,Zentralheizung,,Badewanne,,gute Parkmöglichkeiten,,SCHUFA,Mietzahlungsbestätigung,
30,9969525,"2 WG, suche 1 Mitbewohnerin (gerne Ü40), mit kleinen Garten und Terasse",14.0,380.0,380.0,False,,Maßholderweg12524 Berlin Altglienicke,Maßholderweg,12524.0,Treptow-Köpenick,Altglienicke,Berlin,28.12.2023,,2023-12-29,380€,n.a.,n.a.,400€,n.a.,75.0,2.0,,Deutsch,Frauen-WG,Rauchen nicht erwünscht,Frau zwischen 24 und 52 Jahren,14m² Zimmer in 2er WG,2er WG,Neubau,EG,,,möbliert,True,False,False,,,Dusche,,WLAN,,,,
32,10721076,Zimmer für 2 Wochen / Room for two weeks,11.0,280.0,646.1538461538462,False,,Lützowstr. 710785 Berlin Schöneberg,Lützowstr. 7,10785.0,Treptow-Köpenick,Schöneberg,Berlin,01.01.2024,14.01.2024,2023-12-29,250€,30€,n.a.,n.a.,n.a.,74.0,3.0,,"Deutsch, Englisch","Berufstätigen-WG, WG mit Kindern, gemischte WG, Internationals welcome",,Geschlecht egal,11m² Zimmer in 3er WG,3er WG ( 2 Frauen ),Neubau,3. OG,,,,True,False,False,,,Badewanne,Fußbodenheizung,WLAN,,,,
33,10718324,Zimmer zur Zwischenmiete,18.0,680.0,680.0,False,,Bamberger Str. 5310777 Berlin Schöneberg,Bamberger Str. 53,10777.0,Treptow-Köpenick,Schöneberg,Berlin,03.01.2024,29.02.2024,2023-12-29,520€,160€,n.a.,n.a.,n.a.,104.0,2.0,18 bis 65 Jahre,"Deutsch, Englisch","Business-WG, Berufstätigen-WG, keine Zweck-WG, Mehrgenerationen, funktionale WG",Rauchen auf dem Balkon erlaubt,Geschlecht egal zwischen 18 und 65 Jahren,18m² Zimmer in 2er WG,2er WG ( 1 Frau ),Altbau,EG,Bewohnerparken,3 Minuten zu Fuß entfernt,möbliert,False,True,False,Gasheizung,,Badewanne,Dielen,Kabel,,Selbstauskunft,Mietzahlungsbestätigung,
34,5048468,furnished room in the heart of Schöneberg,15.0,530.0,530.0,False,,Schöneberg10823 Berlin Schöneberg,Schöneberg,10823.0,Treptow-Köpenick,Schöneberg,Berlin,28.12.2023,01.07.2024,2023-12-29,430€,75€,25€,750€,n.a.,,3.0,19 bis 30 Jahre,"Deutsch, Englisch","Studenten-WG, Berufstätigen-WG, gemischte WG",Rauchen im Zimmer erlaubt,Geschlecht egal zwischen 19 und 34 Jahren,15m² Zimmer in 3er WG,3er WG ( 1 Frau und 1 Mann ),Neubau,5. OG,,3 Minuten zu Fuß entfernt,teilmöbliert,False,False,False,,,Badewanne,,Waschmaschine,,,,
35,10719884,30m² Altbau WG Zimmer // 30m² Altbau shared room + Putzfrau// cleaning lady,30.0,700.0,777.7777777777778,False,,Kolonnenstr. 57-5810827 Berlin Schöneberg,Kolonnenstr. 57-58,10827.0,Treptow-Köpenick,Schöneberg,Berlin,01.02.2024,28.02.2024,2023-12-29,500€,200€,n.a.,800€,n.a.,110.0,3.0,30 bis 40 Jahre,,Berufstätigen-WG,,Geschlecht egal zwischen 28 und 40 Jahren,30m² Zimmer in 3er WG,3er WG ( 2 Frauen ),,,,,,False,False,False,,,,,1 Minute zu Fuß entfernt,,,,
36,10720712,Central WG in new building,13.0,600.0,750.0,False,,quartiersweg10829 Berlin Schöneberg,quartiersweg,10829.0,Treptow-Köpenick,Schöneberg,Berlin,28.12.2023,21.01.2024,2023-12-29,600€,0€,0€,200€,n.a.,100.0,3.0,25 bis 35 Jahre,"Deutsch, Englisch",,Rauchen auf dem Balkon erlaubt,Geschlecht egal zwischen 25 und 35 Jahren,13m² Zimmer in 3er WG,3er WG ( 2 Männer ),Neubau,2. OG,,3 Minuten zu Fuß entfernt,,False,True,False,,,,,,,,,
37,8505277,1 Zimmer mit Balkon in 3er WG,23.0,540.0,540.0,False,,Oberschöneweide12459 Berlin Oberschöneweide,Oberschöneweide,12459.0,Treptow-Köpenick,Oberschöneweide,Berlin,15.11.2022,15.03.2023,2023-08-10,450€,60€,30€,400€,n.a.,80.0,3.0,28 bis 34 Jahre,Deutsch,"Studenten-WG, Berufstätigen-WG",Rauchen im Zimmer erlaubt,Frau zwischen 22 und 42 Jahren,23m² Zimmer in 3er WG,3er WG ( 1 Frau und 1 Mann ),sanierter Altbau,,,5 Minuten zu Fuß entfernt,möbliert,True,False,False,Zentralheizung,,"Badewanne, Dusche",Teppich,Kabel,,,,
38,9522148,emancipation,35.0,800.0,800.0,False,,grecchsiche allee 812459 Berlin Oberschöneweide,grecchsiche allee 8,12459.0,Treptow-Köpenick,Oberschöneweide,Berlin,19.09.2022,,2022-09-19,750€,50€,n.a.,1000€,n.a.,69.0,2.0,18 bis 44 Jahre,"Deutsch, Englisch, Arabisch, Hindi","Studenten-WG, Männer-WG, Berufstätigen-WG, gemischte WG, Plus-WG, Vegetarisch/Vegan, LGBTQIA+, Internationals welcome, inklusive WG, funktionale WG, WG-Neugründung",Rauchen nicht erwünscht,Mann zwischen 18 und 44 Jahren,35m² Zimmer in 2er WG,2er WG ( 1 Mann ),Altbau,4. OG,,3 Minuten zu Fuß entfernt,möbliert,True,False,True,Zentralheizung,,,PVC,gute Parkmöglichkeiten,,SCHUFA,,
39,7794624,!!!Helles Zimmer mit Balkon HTW nähe!!!,17.0,440.0,440.0,False,,Wilhelminenhofstraße12459 Berlin Oberschöneweide,Wilhelminenhofstraße,12459.0,Treptow-Köpenick,Oberschöneweide,Berlin,01.03.2020,,2022-05-23,360€,30€,50€,650€,n.a.,66.0,2.0,28 bis 28 Jahre,"Deutsch, Englisch","Zweck-WG, keine Zweck-WG, LGBTQIA+",Rauchen auf dem Balkon erlaubt,Geschlecht egal zwischen 23 und 30 Jahren,17m² Zimmer in 2er WG,2er WG ( 1 Mann ),Neubau,1. OG,,2 Minuten zu Fuß entfernt,,False,True,False,Zentralheizung,,,,"Fliesen, Fußbodenheizung",,,,
40,8159636,Schönes und helles Studentenzimmer zu vermieten.,25.0,570.0,570.0,False,,Griechische Allee 1612459 Berlin Oberschöneweide,Griechische Allee 16,12459.0,Treptow-Köpenick,Oberschöneweide,Berlin,01.12.2020,01.09.2022,2020-11-09,450€,100€,20€,900€,n.a.,72.0,2.0,,"Deutsch, Englisch","Zweck-WG, Studenten-WG, gemischte WG, LGBTQIA+, funktionale WG",Rauchen auf dem Balkon erlaubt,Geschlecht egal,25m² Zimmer in 2er WG,2er WG ( 1 Mann ),Neubau,,,2 Minuten zu Fuß entfernt,,False,False,True,Zentralheizung,,Badewanne,Dielen,"Waschmaschine, Spülmaschine, Terrasse, Keller, Fahrradkeller",,,,
41,7578181,kleines Zimmer für 2-3 Tage die Woche,12.0,25.0,25.0,False,,Roedernstraße12459 Berlin Oberschöneweide,Roedernstraße,12459.0,Treptow-Köpenick,Oberschöneweide,Berlin,01.12.2019,01.01.2020,2019-11-09,25€,0€,0€,0€,0€,154.0,4.0,6 bis 36 Jahre,"Deutsch, Englisch","Berufstätigen-WG, WG mit Kindern",Rauchen auf dem Balkon erlaubt,Geschlecht egal,12m² Zimmer in 4er WG,4er WG ( 2 Frauen und 1 Mann ),,,,,möbliert,False,True,True,Zentralheizung,,"Badewanne, Dusche",Dielen,1 Minute zu Fuß entfernt,,,,
